Sentence,jfr,jannik,MaxK,student1,student2,arjen
"The surfaces of titanium and titanium alloy mill products shall be 100% machined, chemically milled, or pickled to a sufficient depth to remove all oxygen-contaminated layers (alpha case) formed as a result of mill processing, heat treating, and forming operations at elevated temperatures.",0,,,,,
All cleaning fluids and other chemicals used during manufacturing and processing of titanium hardware shall be verified to be compatible with and not detrimental to the material’s performance.,0,,,,,
"The use of titanium in hydrochloric acid, chlorinated solvents, chlorinated cutting fluids, fluorinated hydrocarbons, and anhydrous methyl alcohol should be avoided due to titanium’s susceptibility to SCC.",1,,,,,
"Contact of titanium alloys with mercury, cadmium, silver, and gold should be avoided at certain temperature ranges because of liquid-metal-induced embrittlement and/or solid-metal-induced embrittlement.",1,,,,,
"Copper alloys, brasses, and bronzes that are resistant to general corrosion and pitting, and highly resistant to SCC in accordance with MSFC-STD-3029 shall be used in GS.",0,,,,,
GS should be designed so that copper is not exposed to hydrazine environments.,0,,,,,
"Copper has the potential for SCC when exposed to ammonia, which is a product of hydrazine decomposition.",1,,,,,
"Beryllium copper (UNS C17200) is commonly used for high-strength, nonsparking structural components in applications where it is subject to contact and wear.",1,,,,,
"Beryllium particles, beryllium oxide, and other beryllium compounds are toxic when inhaled.",1,,,,,
Extreme caution must be exercised during fabrication to avoid exposing personnel to beryllium or beryllium compounds.,1,,,,,
Tin solder and tin plating shall be alloyed with at least 3% lead to prevent the growth of tin whiskers.,0,,,,,
"For critical GS, lot sampling shall be used to verify the presence of at least 3% lead.",0,,,,,
Elastomers shall not have a corrosive effect on other materials when exposed to conditions normally encountered in service.,1,,,,,
Examples include one-part silicones that liberate acetic acid when they are cured.,1,,,,,
"NASA-TM-86556, Parts A and B, should be used in evaluating and selecting solid and liquid lubricants for GS.",0,,,,,
Long-life performance should be considered when selecting lubricants.,1,,,,,
Use of lubricants near precision-cleaned hardware or electrical connections should be minimized or tightly controlled to prevent cross-contamination.,0,,,,,
Lubricants containing chloro-fluoro compounds shall not be used with aluminum or magnesium.,0,,,,,
Lubricants containing chloro-fluoro compounds shall not be heated above their maximum temperature rating.,0,,,,,
The decomposition/reaction products that result from overheating lubricants that contain chloro- fluoro compounds can attack metallic materials and can be toxic.,1,,,,,
Materials that are not expected to meet the design life requirements but must be used for functional reasons shall be identified as limited-life items in accordance with 4.2.2.2.,0,,,,,
Materials should be selected to meet the useful life of the hardware without the need for additional maintenance.,0,,,,,
"Though MSFC-STD-156 is not current, it does contain the best practices for riveting.",1,,,,,
"The selection of parent materials and weld methods for GSE should be based on consideration of the weldments, including adjacent heat-affected zones, as they affect the operational capability of the parts concerned.",1,,,,,
"Welding procedures should be selected to provide a weld of the required quality, use the minimum amount of energy, and protect the heated metal from contamination.",0,,,,,
"A WPS is always required, even if the procedure is considered to be prequalified by an applicable AWS standard.",1,,,,,
"Prior to the start of any production welding, all WPSs and procedure qualification records (PQRs) shall be approved by an M&P engineer authorized by NASA.",1,,,,,
"Prior to the start of production welding, each welder and welding operator shall be qualified.",1,,,,,
"Prior to the start of any production welding, all welder/welding operator performance qualification (WPQ) shall be approved by an M&P engineer authorized by NASA.",1,,,,,
"Subsequent fusion welding operations in the vicinity of brazed joints or other operations involving high temperatures that might affect the brazed joint shall be prohibited unless it can be demonstrated that the fixturing, processes, methods, and/or procedures employed will preclude degradation of the brazed joint.",1,,,,,
"For furnace brazing of complex configurations, such as heat exchangers and cold plates, destructive testing shall be conducted on preproduction brazed joints to verify that the brazed layer that extends beyond the fillet area is continuous and forms a uniform phase.",0,,,,,
Soldering of electrical connections not exposed to vibration or thermal cycling shall be in accordance IPC J-STD-001.,0,,,,,
