Sentence,jfr,jannik,MaxK,student1,student2,arjen
Receive light captured by the telescope is directed to the receive path on the optical bench which is also aligned to the telescope optical axis.,0,,,,,0
"Finally, this subsystem includes diagnostic components to monitor the laser characteristics and to support alignment.",0,,,,,0
The star camera is part of the optical bench subsystem.,0,,,,,0
"The range receiver subsystem consists of the detector and associated electronics to detect and measure the start and stop event times, support the software(cid:859)s determination of the signal from the background noise and the range to the target, and provide angular offset information to allow for closed loop tracking.",0,,,,,1
"The range receiver subsystem also includes the RCE (Range Control Electronics) which provides the software with control of the laser fire frequency, provides the software range gate control for the detector during satellite tracking, and provides fixed ground target range gate control.",0,,,,,0
In addition the range receiver subsystem includes a wide field of view low light Acquisition Camera for use in acquiring targets with poor predictions.,0,,,,,1
"Part of this subsystem sits on the optical bench, the rest is in the electronics rack.",0,,,,,0
"The laser subsystem consists of the laser, associated control electronics, a chiller to maintain the laser(cid:859)s internal temperature and additional hardware/software to monitor/maintain environmental variables and control power output of the laser.",0,,,,,0
"The laser subsystem is contained within the shelter with the laser itself on the optical bench, the associated electronics in the electronics racks, and the chiller rack mounted in the optical bench area.",0,,,,,0
"The laser safety subsystem is designed to meet all NASA, ANSI, FAA, and local safety standards for outdoor laser use as well as to protect SGSLR and other ground personnel.",0,,,,,0
"It includes an instrument for aircraft detection which is co aligned with the laser beam, support electronics, beam blocks and ND filters for eye safety external to the system, and sensors to inhibit the laser should a subsystem fault occur or should someone access an area in the system where the laser light can cause damage, such as the roof of the shelter or the dome.",0,,,,,1
"The aircraft detection components reside on their own stand outside of the shelter, the beam blocks and ND filters are on the optical bench, and the support electronics and computer interface are in the electronics racks.",0,,,,,0
Some of the sensors are outside of the shelter and some (such as the door to the optical bench room) are inside the shelter.,0,,,,,0
The Time and Frequency subsystem generates and regulates the various timing signals used by other subsystems as well as the time of day used by the software.,1,,,,,0
"It acquires a GPS time and ensures that the timing signal remains stable, and outputs the 1 PPS from an oscillator disciplined by GPS and the 10 MHz signal that is synchronized to that 1 PPS.",0,,,,,0
The system also includes a monitoring subsystem that uses a secondary GPS timing source to compare the GPS Timing and Frequency subsystem.,1,,,,,0
Most of this system is contained within the shelter.,0,,,,,0
The GPS antenna(s) are mounted outside of the shelter.,0,,,,,0
The Meteorological subsystem is designed to measure outside environmental conditions to provide information for precise ranging and health and safety of the system.,1,,,,,1
This subsystem consists of a variety of measurement devices all located roughly together outside the shelter and dome.,0,,,,,0
"The most important of these measurements for ranging accuracy are the barometric pressure, temperature, and humidity.",0,,,,,0
The system also includes stands and associated hardware for the system.,0,,,,,0
"This subsystem includes the components which enclose, protect and support the SLR operation.",0,,,,,0
"These are primarily the structure, but may also contain additional components as described below.",0,,,,,0
The dome is designed to contain and protect the telescope and the gimbal (part of the tracking subsystem) and associated hardware while allowing transmission and reception of light while operating.,1,,,,,0
"This component includes the dome structure with an opening, the shutter over the opening, motors to open the shutter, motors to rotate the dome with the telescope, a structure to allow the rotation, and any additional hardware needed to measure/maintain the environment within the dome.",1,,,,,1
"The shelter is designed to contain and protect the optical bench, laser and all the electronics, as well as provide work space for support personnel.",0,,,,,0
"In addition to the structure, it includes HVAC, humidity control, lighting and all necessary additional hardware for monitoring the interior environment.",0,,,,,0
"The shelter provides the other subsystems with power, UPS, and surge protection, including protection from lightning.",0,,,,,0
It also provides a pass through for internet and telecommunications.,0,,,,,0
The pier provides physical support for the telescope and gimbal and vibrational isolation from the shelter.,0,,,,,0
The riser is designed to mate the tracking subsystem to the pier.,0,,,,,0
"The computer and software subsystem contains all the computers and the software to control, calibrate, and maintain the system as a whole, and to communicate with the control center.",0,,,,,0
"The software is designed to support local, remote, and fully automated operations.",1,,,,,0
"This subsystem links all other subsystems together, transfers and stores data, processes the ranging data, and communicates with the IGSOC.",0,,,,,0
